66766	432	0
132639	388	1
31654	435	1
76233	486	1
7234	474	1
135094	58	0
35368	349	1
121052	463	1
19752	84	0
127449	666	1
194293	425	0
20369	520	0
63220	250	0
151097	676	0
122170	471	0
48838	337	1
92196	430	0
36196	389	0
101583	545	1
173527	399	1
130736	451	0
46022	366	0
41386	303	1
2146	127	0
35786	400	1
35786	629	0
97232	114	0
140005	383	1
10445	671	1
37644	539	1
90279	470	0
37937	275	0
166651	407	0
61368	408	1
183701	493	1
111537	12	0
85481	464	1
60538	408	0
165425	215	0
113847	480	0
92444	603	1
132144	463	1
29349	448	1
85384	557	0
55848	372	1
31601	318	1
65307	503	1
14225	401	0
5870	339	0
88170	435	0
86774	606	1
88272	376	1
68742	568	1
145050	486	1
97935	383	1
40365	531	0
129044	229	1
47455	124	0
30866	262	0
163427	178	0
81262	464	1
64636	35	0
48789	275	1
149282	105	0
134092	553	0
92283	376	1
130354	442	1
146974	526	1
24463	218	0
140025	400	1
145814	560	0
190019	351	0
138793	578	0
104127	488	0
69907	238	0
14936	425	0
24087	377	1
40832	25	0
121651	393	1
128563	474	1
59746	287	0
178822	366	0
131143	661	1
120731	466	1
119026	372	1
88273	454	0
182875	499	0
195485	460	1
144239	474	0
168693	133	0
121893	197	0
78545	28	1
55500	573	0
131143	619	0
63159	535	1
103940	421	0
194469	68	0
103498	151	1
186963	326	0
79015	373	1
129354	180	0
127507	673	0
145986	474	1
151215	399	1
173119	380	1
184463	159	1
57681	537	1
193774	435	1
116501	463	1
95778	463	1
138542	211	0
106142	299	0
36021	252	0
74451	121	0
82849	65	0
137059	339	0
145527	540	1
137439	474	1
71695	617	1
129717	381	1
112503	547	0
183214	540	1
52294	589	1
46189	618	1
19489	167	0
98162	349	1
154299	543	1
160527	566	1
192155	20	0
176565	452	0
84451	463	1
159459	160	0
42071	315	0
85358	593	1
120350	585	0
38976	143	0
49089	1	1
94672	540	0
106236	400	1
191120	463	1
52822	360	1
79500	581	0
56182	72	0
88791	497	1
166370	466	1
69268	513	1
64477	463	1
43346	371	1
111523	466	0
164228	283	1
113847	370	1
109110	587	1
18067	377	1
141343	32	0
110525	630	1
19799	618	1
