91147	368	1
140943	378	0
37766	149	1
35130	339	0
131563	68	0
45823	343	1
116632	296	0
95943	607	0
137356	389	1
115159	283	0
168496	140	0
184716	474	1
127831	376	1
108775	229	1
160040	478	1
90957	554	0
66305	128	0
14521	568	1
141935	466	1
154510	474	1
102956	89	0
67736	196	0
155432	376	1
68688	337	1
176445	379	1
123421	471	0
115367	296	0
88196	233	1
50138	540	1
153054	400	1
16658	535	0
33139	408	0
64508	595	1
123618	466	1
170243	563	1
149720	225	1
171851	174	1
164967	132	1
150420	652	0
151053	670	0
127842	358	0
85117	537	1
196172	630	1
87998	514	0
87132	513	1
67209	594	0
74206	619	0
182728	187	0
54746	466	1
182026	409	1
87909	124	1
176653	470	1
166871	586	0
169891	464	1
46358	442	1
32277	306	0
50189	513	1
114981	231	0
88374	617	1
1202	464	1
15936	433	0
191044	26	1
179503	288	0
47077	614	0
182858	437	1
97353	474	1
116197	151	0
188820	444	1
80225	369	0
92536	637	0
55208	386	1
65972	261	1
83413	376	1
8541	478	1
183449	659	1
77049	56	0
83104	142	0
188564	493	1
187051	306	0
196511	393	1
91647	437	1
185701	106	0
46203	490	0
10314	608	0
60054	463	1
119759	399	0
149086	241	0
103082	463	1
178787	498	0
44113	384	0
29657	215	0
141641	171	1
69920	102	0
146718	622	0
40333	124	1
84220	393	1
131653	639	0
135283	446	0
73852	66	0
46203	486	1
3912	437	1
190944	601	0
174850	460	1
52672	442	1
195172	426	1
83277	132	1
21611	408	1
105310	412	0
101147	104	0
41968	584	0
16618	437	1
153982	502	0
90137	463	1
31437	349	1
181877	570	0
21902	696	0
118355	478	1
180370	463	1
139369	437	1
37629	181	1
130955	274	0
177370	604	0
39112	135	1
71685	527	1
35041	582	0
85830	527	1
144391	434	1
154279	281	0
82582	389	1
85106	409	1
73082	463	1
117070	526	1
148222	442	1
79816	140	0
63929	444	1
156934	409	1
56673	498	0
134129	129	0
199001	480	0
67071	409	1
183556	618	0
140618	466	1
148019	463	1
133855	247	0
63956	451	0
101110	42	0
186731	337	0
108967	463	1
156806	474	1
54555	409	1
128417	21	0
25090	492	1
115629	527	1
38437	382	1
164489	528	0
86599	142	0
181009	338	0
36222	605	0
41647	427	1
118274	540	1
35490	517	0
151368	590	0
184528	346	1
42166	443	0
191687	536	0
54189	540	1
186091	478	1
14636	589	0
180343	163	0
98767	512	1
92697	436	0
188020	257	0
22406	694	0
147663	52	0
106111	376	1
184873	98	0
10941	642	1
60560	186	0
95418	26	0
25972	382	0
149356	78	0
48948	530	0
5570	463	1
55078	42	0
181597	157	0
46056	356	1
124172	291	0
64043	344	0
138758	554	0
107781	29	1
96993	368	1
180468	408	1
184442	474	1
87231	57	0
24087	496	0
130967	409	1
42806	377	1
143212	442	1
42453	247	0
54852	603	0
112125	474	1
79860	474	1
198589	623	0
82508	668	0
45216	437	0
69339	349	1
107674	29	0
106623	105	0
170157	376	1
119567	545	1
149462	478	1
52890	129	1
181604	437	1
122346	405	1
44272	397	1
129570	105	0
66284	537	1
142270	545	1
16992	6	0
11893	485	1
127434	141	0
193256	319	0
91106	408	1
83145	380	1
162236	371	0
63342	29	1
57825	456	0
18324	277	1
77517	55	0
45937	49	0
105274	477	1
77895	39	0
153929	382	1
174897	696	0
178403	669	0
80507	29	0
99674	121	0
138542	436	1
46220	51	0
62765	485	0
9861	464	0
47345	380	1
64401	28	1
100015	463	1
118454	454	0
138520	229	1
96563	613	1
183960	87	0
146154	370	1
44106	90	1
145478	244	0
6712	428	1
166771	612	0
50563	570	0
817	553	1
43091	383	0
150208	474	1
78948	359	1
100289	408	0
97864	526	1
81267	421	0
164232	344	1
58078	171	1
35553	377	1
88848	603	0
84338	507	0
128618	618	1
134819	589	1
163258	618	1
157338	376	1
148427	364	0
32719	564	1
24798	187	1
141711	430	1
44676	609	0
140411	153	0
140927	382	0
136328	463	1
81663	463	1
65620	253	0
172095	463	1
99389	248	0
77941	511	0
117418	500	0
105110	637	0
136889	204	1
47965	428	1
26927	22	0
28061	332	0
173576	463	1
75638	355	0
133612	522	0
120003	383	1
64243	457	0
52748	393	1
140749	204	1
12303	167	0
91450	164	0
143818	177	0
7118	513	1
46109	369	0
180602	540	1
196883	463	1
138007	672	0
16836	656	0
44039	642	1
101320	463	1
50376	376	1
71827	258	0
172918	370	1
88645	309	0
93137	595	1
122346	363	0
190332	124	1
198853	113	0
3323	221	0
93422	594	0
1795	466	1
109310	118	0
34285	188	1
2486	134	1
136325	397	1
176945	607	0
133457	480	0
5450	393	1
97794	489	0
36761	159	0
63977	142	0
114187	152	0
133486	329	0
51876	644	1
170535	416	0
185117	515	0
100095	401	0
50234	478	1
79605	359	0
189391	478	1
18977	564	1
84703	366	0
133841	466	1
49325	212	0
65099	490	1
170649	225	1
82564	463	1
196855	315	0
176682	383	0
190775	463	1
63175	252	0
159475	537	0
131779	542	0
48325	459	0
134228	383	1
64029	512	1
41905	603	0
115591	463	1
161830	595	0
35193	132	1
62018	603	0
142018	37	0
63977	696	0
184040	666	0
52336	623	0
78645	395	1
56754	494	1
74430	271	0
37434	216	0
111800	442	1
177767	171	1
141186	496	0
80861	101	0
59645	536	1
163053	246	0
78362	34	0
184765	692	0
186017	132	1
72018	22	0
4023	323	0
74973	376	1
118230	8	0
195859	518	0
105349	452	0
22071	431	0
54773	393	1
57298	697	0
160088	405	1
132024	156	0
32909	217	0
77320	613	0
153362	581	0
25989	101	0
68212	478	1
139109	489	0
76206	590	1
154583	441	1
122982	213	1
73151	33	1
6104	372	1
170553	179	0
99105	178	0
35992	264	1
152804	370	1
25336	573	0
92414	512	0
1160	451	0
99060	610	0
122971	274	0
196611	118	0
69729	431	0
178908	568	1
85145	573	0
119660	395	1
105290	237	0
21244	466	1
99309	536	1
104722	466	1
88502	463	1
87646	494	1
189660	526	1
17870	138	0
117942	466	1
40630	225	0
176119	397	0
114040	547	0
62470	310	0
116421	400	0
4593	349	1
69246	95	0
187820	379	1
8238	478	1
127676	373	1
62530	400	1
56470	372	1
71469	617	1
7154	642	0
65409	229	1
67410	596	0
183369	576	1
52379	214	0
154282	560	1
82128	408	1
87096	657	0
102669	261	1
31263	165	1
39419	374	0
141466	397	1
34815	248	1
99803	250	0
184599	576	1
45705	380	1
102956	148	1
117942	153	0
57783	470	1
108363	428	1
179461	494	1
184153	409	1
54011	574	1
130100	161	0
121378	466	1
52729	450	1
119478	14	0
19828	510	1
65446	549	0
73621	225	1
66178	201	0
141098	587	1
136671	400	1
32911	382	1
54698	428	1
131197	672	0
78555	364	1
161228	225	1
78801	301	1
83408	608	1
22782	466	0
84371	563	0
154386	526	1
20592	545	1
15360	694	0
160509	224	0
150663	463	1
88072	534	0
122250	254	0
10725	608	0
21106	379	1
174241	264	0
3636	695	0
1757	98	1
175312	132	1
155713	269	0
100724	692	0
9189	113	0
111324	546	0
185660	397	1
46491	526	0
40631	84	0
180286	2	0
94345	380	1
178867	474	1
12917	298	0
76608	463	1
116598	322	0
176990	478	1
137166	1	0
141479	545	1
31246	159	0
99462	491	0
39401	122	0
15827	377	1
136364	632	0
42038	473	0
106095	434	1
88546	397	1
76396	321	1
183640	34	0
179583	376	1
103461	132	1
53740	126	0
192225	24	1
16892	57	0
145568	389	1
2176	464	1
90312	566	1
165193	152	0
15539	376	1
46104	223	0
75147	546	0
19819	471	0
107156	589	1
100464	463	1
162631	493	1
171692	148	0
14872	376	1
36411	158	0
134293	474	1
70361	233	0
160465	442	1
111021	463	1
19866	437	1
6531	29	0
78438	390	1
162581	648	0
26754	186	1
44910	493	1
94853	29	1
64865	604	0
70243	337	1
168223	466	1
107249	546	0
42218	573	0
90534	317	0
21890	484	0
170360	98	1
120023	488	0
52731	381	1
150900	474	1
33511	602	1
67736	281	0
7379	106	0
97204	466	1
118121	553	0
45230	74	0
74589	444	1
80933	399	1
100015	480	0
169103	376	1
96184	360	1
4573	372	0
28498	399	1
19069	631	0
129517	163	0
110355	136	0
135374	601	0
123097	140	0
13103	463	1
191623	364	0
47089	463	1
122478	282	0
74716	647	0
158741	573	0
26003	369	0
196775	72	0
73288	266	0
188684	437	1
49100	560	0
94224	308	0
143116	463	1
97948	464	1
117711	662	1
79752	373	1
165062	464	1
74794	565	0
127629	380	1
84326	151	0
34225	448	1
102841	586	1
66281	279	1
111929	466	1
44898	652	0
70410	399	1
111308	26	0
32239	434	1
11906	434	1
99112	463	1
160592	595	1
154535	62	0
112851	490	0
57982	551	1
132026	40	0
4744	405	0
136979	284	0
112761	442	1
177463	474	1
79875	626	1
60786	466	1
112161	132	1
198265	364	0
8369	3	0
63318	122	0
114162	365	0
195454	459	0
70966	395	1
23431	55	0
85330	232	0
107109	380	1
136110	673	0
132893	370	1
45033	522	0
164510	291	1
48907	400	1
23408	87	0
135637	568	1
48487	599	0
34351	225	1
129633	505	0
8625	329	0
180254	509	0
65116	230	0
168436	479	0
136668	630	0
54522	490	0
55598	232	0
180600	463	0
55737	606	1
21946	651	1
107333	463	1
5977	383	1
66646	393	1
181066	372	1
52489	547	1
179918	417	0
125917	97	0
50063	188	1
99371	441	1
118879	295	0
93128	317	1
44008	504	0
96532	359	1
9749	418	1
106751	463	1
114652	186	0
3413	645	0
68598	257	0
174603	407	0
7614	397	1
47987	199	0
45202	526	1
13546	591	0
83131	529	0
44996	438	0
92193	303	0
66647	484	0
97992	441	1
137249	150	1
122295	494	1
24609	376	1
5842	418	1
61465	359	1
165815	575	0
18515	179	0
149799	587	1
100571	495	0
115768	400	1
167161	662	1
50762	463	1
9734	357	0
24173	383	1
109350	261	1
110403	26	1
41889	382	1
171742	474	1
164412	3	0
101846	120	0
157600	441	1
73158	466	1
91428	444	1
170372	464	1
115483	240	0
46767	86	0
80246	322	0
89109	538	0
104061	307	0
187594	474	1
105422	463	1
147712	642	1
169135	466	1
40036	606	0
138148	134	0
2666	474	1
3548	426	1
11247	693	1
178103	83	0
98458	607	0
132631	32	0
136462	337	1
196236	409	1
116743	513	1
150984	198	0
76167	642	0
15636	279	0
140693	235	0
140472	426	1
53806	432	0
68893	464	1
172777	187	0
14237	463	1
76541	274	0
31646	234	1
55262	29	1
93932	474	1
131060	376	1
52935	589	1
50798	280	1
167885	448	1
38005	466	1
102086	464	1
169777	126	0
2223	204	1
119598	64	0
126123	408	1
73244	554	0
92881	614	1
190886	474	1
168875	600	0
172202	455	0
173340	27	0
1643	428	1
83609	225	1
24181	408	1
94608	533	0
11023	692	1
48668	470	1
118778	511	0
78885	465	0
4565	399	1
160358	340	1
112536	442	1
79870	486	0
171442	208	0
48410	355	1
179000	266	0
160680	294	0
174233	446	0
110670	383	1
146994	54	0
2617	493	0
64422	614	0
195259	658	0
60981	375	0
130314	484	0
182831	372	1
3236	244	1
194273	277	0
121430	268	0
102358	568	1
90651	618	1
188859	104	0
65116	445	1
27398	526	0
168940	139	0
135032	30	0
26146	565	1
40805	358	1
154527	150	1
182259	408	0
117783	420	1
130739	236	0
44722	379	0
189131	242	1
178973	134	0
116947	349	1
124061	217	0
40769	437	0
82508	10	0
160356	126	0
11248	583	0
32049	652	0
94510	233	1
79616	271	0
108566	379	1
86572	280	0
149638	395	1
55079	400	0
156418	501	0
145677	376	1
6187	526	1
30997	442	1
14038	370	1
178569	463	1
88052	568	0
114472	270	0
80531	399	1
7126	141	0
152348	474	1
106647	464	1
5086	463	1
51007	329	0
72365	463	1
165509	479	0
116332	678	0
33030	575	0
179137	338	0
26153	350	1
100723	337	1
49940	39	0
23474	426	1
97197	20	0
60755	485	1
47315	247	1
107287	474	1
42805	181	1
87348	464	1
137199	454	0
91639	16	0
132244	518	0
22706	545	1
159806	393	1
130846	477	1
153419	248	0
90510	90	0
64503	383	1
85227	589	1
103399	383	1
41444	391	0
89539	399	1
69555	472	0
55956	343	1
171903	399	1
3905	457	0
102367	286	0
95901	439	0
191546	376	1
132244	132	1
186146	176	0
46109	383	1
188236	303	0
80361	448	1
147647	529	0
49901	171	1
188606	512	1
76560	528	0
140733	261	1
86730	393	1
10191	450	1
138682	16	0
172106	157	0
152476	444	1
71992	383	1
112349	446	1
62202	403	0
39038	217	0
142837	347	0
38496	35	0
165764	379	1
188117	482	1
192399	350	0
170765	409	0
176900	25	0
82942	420	0
134130	536	1
185784	310	0
112500	219	0
100138	438	0
73161	437	1
44899	260	0
53279	42	0
194026	554	0
192762	18	0
148645	389	0
94765	340	1
34207	377	1
107034	609	0
169226	549	0
23996	377	1
185524	466	1
139807	372	1
77414	434	1
167097	328	0
46336	513	1
142008	398	0
139996	362	0
105473	294	0
88553	282	0
143434	62	0
193976	437	1
122368	478	1
59758	596	0
124994	211	0
78525	589	1
157402	380	1
188116	164	0
33545	355	1
86960	381	1
133991	368	1
194243	90	0
121575	171	1
29307	521	0
23331	418	1
177118	547	1
58878	538	0
185802	387	0
26401	48	0
170491	1	1
113792	26	1
159027	524	0
31853	379	1
107109	431	0
145886	90	0
186017	121	0
68976	376	1
109990	615	0
70627	617	1
23616	324	1
33630	11	0
181965	373	1
35206	33	1
198722	428	0
66512	205	0
113148	442	1
944	229	1
34944	163	0
198459	442	0
13981	473	1
7752	409	1
72018	537	1
18181	187	0
41882	571	1
24769	87	0
181915	571	0
65759	198	1
134115	278	0
28532	353	1
3017	178	1
84608	525	0
180634	85	0
11905	65	0
133971	463	1
134017	565	0
193679	426	1
110538	595	1
193	258	1
130309	442	1
126214	474	1
22052	474	1
127826	341	0
106218	587	1
20211	656	0
84978	441	1
101525	190	0
