0	1
1	100
2	1000
3	100000
4	100001
5	100003
6	100004
7	100005
8	100007
9	100008
10	10001
11	100013
12	100015
13	100019
14	100023
15	100024
16	100025
17	100027
18	100028
19	100030
20	100032
21	100033
22	100034
23	100035
24	100036
25	100039
26	100041
27	100042
28	100043
29	100046
30	100047
31	100049
32	10005
33	100050
34	100051
35	100052
36	100053
37	100054
38	100055
39	100059
40	100062
41	100063
42	100064
43	100066
44	100067
45	100068
46	100069
47	10007
48	100070
49	100071
50	100073
51	100074
52	100076
53	100077
54	100078
55	100079
56	10008
57	100080
58	100082
59	100084
60	100086
61	100087
62	100088
63	100089
64	10009
65	100091
66	100092
67	100093
68	100094
69	100097
70	100098
71	100099
72	1001
73	10010
74	100101
75	100102
76	100103
77	100104
78	100106
79	100107
80	100108
81	10011
82	100110
83	100111
84	100113
85	100114
86	100115
87	100116
88	100118
89	100119
90	100121
91	100124
92	100125
93	100128
94	10013
95	100135
96	100137
97	100138
98	100140
99	100141
100	100142
101	100147
102	100151
103	100154
104	100159
105	100160
106	100161
107	100162
108	100166
109	100167
110	100168
111	100169
112	10017
113	100170
114	100172
115	100173
116	100175
117	100176
118	100178
119	100179
120	10018
121	100180
122	100184
123	100185
124	100186
125	100187
126	100188
127	100189
128	100191
129	100193
130	100194
131	100195
132	100198
133	1002
134	10020
135	100200
136	100203
137	100204
138	100206
139	100207
140	100208
141	100209
142	10021
143	100210
144	100211
145	100213
146	100215
147	100218
148	10022
149	100220
150	100221
151	100225
152	100226
153	100227
154	100228
155	100229
156	100230
157	100231
158	100232
159	100233
160	100237
161	100239
162	10024
163	100240
164	100241
165	100242
166	100243
167	100245
168	100247
169	100248
170	100249
171	10025
172	100250
173	100252
174	100256
175	100257
176	100258
177	100259
178	100260
179	100262
180	100263
181	100264
182	100265
183	100267
184	100269
185	100270
186	100272
187	100273
188	100274
189	100276
190	100277
191	100279
192	10028
193	100281
194	100282
195	100283
196	100284
197	100286
198	100289
199	100292
200	100293
201	100294
202	100295
203	10030
204	100301
205	100306
206	100307
207	100309
208	10031
209	100310
210	100311
211	100312
212	100313
213	100314
214	100315
215	100316
216	100317
217	100318
218	100319
219	100320
220	100323
221	100325
222	100326
223	100328
224	100329
225	10033
226	100331
227	100334
228	100336
229	100337
230	100338
231	100340
232	100341
233	100343
234	100344
235	100347
236	100350
237	100351
238	100352
239	100354
240	100355
241	100359
242	10036
243	100360
244	100363
245	100364
246	100366
247	100367
248	100368
249	100369
250	100371
251	100373
252	100376
253	100378
254	100379
255	100380
256	100382
257	100384
258	100385
259	100386
260	100387
261	100388
262	100389
263	10039
264	100390
265	100392
266	100394
267	100395
268	100396
269	100397
270	10040
271	100403
272	100404
273	100405
274	100406
275	100407
276	100409
277	10041
278	100410
279	100412
280	100413
281	100414
282	100415
283	100417
284	100419
285	10042
286	100420
287	100421
288	100422
289	100424
290	100425
291	100426
292	100427
293	100428
294	100429
295	100430
296	100431
297	100432
298	100433
299	100435
300	100437
301	100438
302	100439
303	10044
304	100441
305	100442
306	100443
307	100444
308	100446
309	100447
310	100448
311	100449
312	10045
313	100452
314	100454
315	100455
316	100456
317	100458
318	100459
319	10046
320	100461
321	100462
322	100463
323	100464
324	100465
325	100466
326	100467
327	100470
328	100471
329	100473
330	100474
331	100477
332	100481
333	100484
334	100485
335	100487
336	100489
337	10049
338	100490
339	100493
340	100494
341	100495
342	100497
343	100499
344	10050
345	100500
346	100501
347	100502
348	100503
349	100504
350	100505
351	100506
352	100508
353	100509
354	10051
355	100510
356	100511
357	100512
358	100514
359	100515
360	100516
361	100518
362	100519
363	10052
364	100521
365	100522
366	100523
367	100524
368	100526
369	100527
370	100528
371	10053
372	100530
373	100533
374	100534
375	100537
376	100538
377	10054
378	100543
379	100544
380	100547
381	100548
382	10055
383	100551
384	100552
385	100553
386	100554
387	100557
388	10056
389	100560
390	100561
391	100562
392	100563
393	100568
394	100569
395	100570
396	100571
397	100573
398	100576
399	100577
400	100579
401	10058
402	100581
403	100583
404	100584
405	100585
406	100587
407	100588
408	100589
409	10059
410	100590
411	100592
412	100593
413	100594
414	100595
415	100597
416	100598
417	100599
418	1006
419	10060
420	100600
421	100601
422	100603
423	100605
424	100606
425	100607
426	100608
427	10061
428	100611
429	100612
430	100613
431	100616
432	100617
433	100619
434	10062
435	100621
436	100622
437	100624
438	100627
439	100628
440	10063
441	100630
442	100632
443	100635
444	100636
445	100637
446	100639
447	100640
448	100642
449	100643
450	100644
451	100646
452	100647
453	100648
454	100649
455	10065
456	100650
457	100652
458	100653
459	100654
460	100655
461	100656
462	100657
463	100659
464	10066
465	100660
466	100662
467	100663
468	100664
469	100665
470	100666
471	100670
472	100671
473	100674
474	100676
475	100677
476	100678
477	10068
478	100680
479	100682
480	100684
481	100686
482	100687
483	100688
484	10069
485	100691
486	100692
487	100694
488	100698
489	100699
490	1007
491	10070
492	100700
493	100701
494	100703
495	100704
496	100705
497	100706
498	100708
499	10071
500	100710
501	100711
502	100712
503	100713
504	100714
505	100718
506	10072
507	100720
508	100721
509	100722
510	100723
511	100724
512	100727
513	100728
514	100729
515	10073
516	100731
517	100732
518	100734
519	100735
520	100736
521	100738
522	10074
523	100740
524	100743
525	100748
526	100749
527	10075
528	100750
529	100751
530	100752
531	100753
532	100755
533	100756
534	100757
535	100758
