0	10002326
1	1000440
2	10004886
3	10005158
4	10005732
5	1000766
6	10009754
7	10010192
8	10010544
9	10010752
10	10011140
11	10013500
12	10014966
13	10017736
14	1002138
15	1002314
16	10023398
17	10023742
18	10025038
19	10026468
20	10028232
21	10028332
22	10031186
23	10031876
24	10034628
25	10034776
26	10037556
27	10037582
28	10039776
29	10040688
30	10041236
31	10041480
32	1004176
33	1004288
34	10043424
35	1004464
36	10044674
37	10045928
38	1004644
39	10049004
40	10049166
41	1005128
42	10052730
43	10055402
44	10056662
45	10060120
46	10060428
47	1006214
48	10063230
49	10065182
50	10066184
51	10068350
52	10068588
53	10068830
54	10069918
55	10072880
56	10073486
57	10074554
58	10075208
59	10076324
60	10077134
61	10077498
62	10078500
63	10079082
64	10080802
65	10081762
66	1008178
67	10081982
68	10082200
69	10083120
70	10083990
71	10084988
72	10087684
73	10088726
74	10089898
75	10090440
76	10091204
77	10094870
78	1009780
79	10098210
80	10098522
81	10098924
82	10099616
83	10101974
84	10102424
85	10102592
86	10104932
87	1010558
88	10105844
89	10106362
90	10106622
91	10106948
92	10107320
93	10107502
94	10107694
95	10108436
96	10109294
97	10110128
98	10115502
99	10115658
100	10116804
101	10117398
102	10117646
103	10117986
104	10118040
105	1011896
106	10120522
107	10120890
108	10121098
109	10121100
110	10122354
111	1012250
112	10123306
113	10124456
114	10125266
115	10125274
116	10126182
117	10126520
118	10130282
119	10132532
120	10132804
121	10133896
122	101349
123	10134976
124	10136240
125	10136468
126	10137018
127	10142384
128	10143110
129	10143478
130	1014354
131	10143912
132	1014582
133	10146276
134	1014646
135	10147424
136	10147674
137	10148736
138	10150264
139	10152502
140	10157270
141	10157590
142	10158276
143	10158344
144	10158376
145	10159458
146	10160640
147	1016086
148	10160988
149	10164034
150	10164142
151	1016606
152	10166276
153	10169340
154	10170020
155	10170270
156	10170756
157	1017162
158	1017262
159	10172668
160	10172808
161	10174160
162	10176340
163	10176812
164	10180590
165	10182124
166	10184210
167	10186200
168	10187934
169	10189866
170	10192658
171	10193490
172	10193538
173	10193994
174	10194670
175	1019738
176	101974
177	10197468
178	10199202
179	102038
180	10205390
181	1020720
182	10209898
183	102104
184	1021430
185	10216212
186	10221112
187	10226796
188	10228246
189	10232746
190	10233514
191	10234444
192	10237976
193	10241188
194	10241824
195	10242428
196	10243620
197	1024654
198	10246658
199	1024736
200	10247500
201	10247658
202	10248046
203	1024820
204	10249368
205	10249476
206	10252454
207	10253024
208	1025330
209	1025520
210	10256984
211	10258492
212	10258520
213	1025864
214	10258798
215	10259962
216	10262188
217	10262474
218	1026368
219	10265606
220	10267746
221	10271976
222	10273884
223	10273996
224	10274140
225	10276472
226	1028084
227	10281944
228	10282260
229	10282824
230	10282958
231	10285200
232	10288560
233	10291128
234	10291272
235	102940
236	10294200
237	10295800
238	10296104
239	10296454
240	10296990
241	10298890
242	10299036
243	1030046
244	10300896
245	10302008
246	10303490
247	10303646
248	10305594
249	10306424
250	10309610
251	10310224
252	10311632
253	10311788
254	10314238
255	10316892
256	10318006
257	10321058
258	10322918
259	10322942
260	10323254
261	10323684
262	10326084
263	10326148
264	10326166
265	10327698
266	10327924
267	10333256
268	1033384
269	10336994
270	103373
271	10339510
272	10344494
273	1034640
274	10347268
275	1034848
276	10349220
277	10349806
278	10352260
279	10355634
280	10356648
281	10357652
282	10359048
283	10363062
284	10364570
285	10368740
286	10369368
287	10370606
288	10371350
289	10372754
290	10372786
291	10373128
292	10373942
293	10374394
294	10378870
295	10379184
296	10379564
297	10380284
298	10382812
299	10384610
300	10385842
301	10386354
302	10387966
303	103880
304	10391432
305	10391952
306	10393822
307	10393868
308	10395832
309	10396510
310	10397038
311	10400584
312	10402002
313	10407492
314	10409664
315	10411654
316	10415990
317	10418858
318	10418972
319	10419800
320	10420754
321	10421710
322	10421782
323	10426246
324	10426500
325	10426984
326	10429108
327	10429154
328	10429584
329	10430904
330	10432136
331	10433214
332	10433832
333	10434832
334	10436068
335	1043878
336	10441934
337	10442422
338	10443142
339	10444684
340	10446814
341	10454960
342	10460162
343	10460976
344	10461210
345	1046328
346	10464530
347	10464748
348	10465506
349	10467524
350	10468448
351	10469350
352	10472202
353	1047328
354	104758
355	10478700
356	10479964
357	10483362
358	10483466
359	10484368
360	10485890
361	10488744
362	10488784
363	10490502
364	10492052
365	10495596
366	10498530
367	1050064
368	10500728
369	10503234
370	10505074
371	10505538
372	10510366
373	10515070
374	10515346
375	10515708
376	10515880
377	10516210
378	1051820
379	10520446
380	10526392
381	10528684
382	10530536
383	1053058
384	10530934
385	10533118
386	10534160
387	10535054
388	10535306
389	10537326
390	1054090
391	10542350
392	10550384
393	10550990
394	10551362
395	10553624
396	10556870
397	10557218
398	1055738
399	10559442
400	10560780
401	10565472
402	10568166
403	10571456
404	10571954
405	10572416
406	1057370
407	10575424
408	10575832
409	10576882
410	10578982
411	1057922
412	10580014
413	1058308
414	10583508
415	1058530
416	10586482
417	10586902
418	10590546
419	1059150
420	10591744
421	10591816
422	10593830
423	1059488
424	10595062
425	10599192
426	10601378
427	10601430
428	10609202
429	10610328
430	1061130
431	10611598
432	10613092
433	10614022
434	10615440
435	10616068
436	10616622
437	10619576
438	10621882
439	10624538
440	10624808
441	10628480
442	10628838
443	10630182
444	10631342
445	10631914
446	10638424
447	1064346
448	10645130
449	10647394
450	10648440
451	10649522
452	10656012
453	10657284
454	10657486
455	10659756
456	10659926
457	10663024
458	10663930
459	10665506
460	10667486
461	10670220
462	10673206
463	10673470
464	10674114
465	10674346
466	10675338
467	10677590
468	10677834
469	10681244
470	10681342
471	1068172
472	10682426
473	10684134
474	10684270
475	10689198
476	10690946
477	10691380
478	10692580
479	10695846
480	1069706
481	106971
482	1069720
483	10697256
484	10698872
485	1070250
486	10703800
487	10705716
488	10706496
489	10706670
490	10707640
491	10707656
492	10710536
493	10713908
494	1071580
495	10718736
496	10720766
497	10721050
498	10723216
499	10723474
500	10729296
501	10729596
502	10731514
503	10731562
504	10732062
505	10736388
506	10736764
507	10737562
508	10741052
509	10741982
510	10743010
511	10744130
512	1074416
513	10747014
514	10747660
515	10748196
516	10750522
517	10752378
518	10752836
519	1075438
520	10755994
521	10756626
522	10757482
523	10762670
524	10763156
525	10765612
526	10767240
527	10769482
528	10769614
529	10774088
530	10774140
531	1077438
532	10775548
533	1077688
534	10780562
535	10780668
536	1078082
537	10784305
538	10786028
539	10786834
540	10788446
541	10789714
542	10790796
543	10796328
544	1079654
545	10796596
546	10796912
547	10799262
548	10799568
549	10800358
550	10801962
551	10803024
552	10805104
553	10805250
554	10806584
555	10806990
556	10807230
557	10808652
558	10808976
559	10810722
560	10811856
561	10818096
562	10818612
563	10821860
564	1082188
565	10824100
566	10824722
567	10826864
568	10828266
569	10828782
570	10830008
571	10830542
572	10831110
573	10831308
574	1083294
575	10834404
576	10835032
577	108366
578	10837452
579	10838582
580	10840240
581	10840630
582	10841078
