1	187	0	2019-7-5 17:20:11
1	823	1	2019-7-5 17:24:31
1	187	1	2019-7-5 17:25:02
1	1196	1	2019-7-5 17:25:50
1	1174	1	2019-7-5 17:26:17
1	761	1	2019-7-5 17:36:33
1	222	0	2019-7-5 17:38:19
1	1244	0	2019-7-5 17:40:32
1	846	1	2019-7-5 17:41:36
1	905	0	2019-7-5 17:44:04
1	1017	1	2019-7-5 17:53:55
1	1017	1	2019-7-5 17:53:59
1	567	1	2019-7-5 17:54:17
1	1077	1	2019-7-5 17:54:43
1	4896	0	2019-7-5 17:56:46
1	3936	0	2019-7-5 17:57:28
1	5097	1	2019-7-5 17:58:08
1	4757	1	2019-7-5 17:59:30
1	5828	0	2019-7-5 18:00:35
1	5828	0	2019-7-5 18:00:40
1	5828	1	2019-7-5 18:01:04
1	5109	1	2019-7-5 18:01:47
1	8363	1	2019-7-5 18:02:23
1	5448	1	2019-7-5 18:03:57
1	4726	1	2019-7-5 18:04:26
1	5614	0	2019-7-5 18:06:45
1	5614	1	2019-7-5 18:06:55
1	8334	1	2019-7-5 18:09:19
1	6095	1	2019-7-5 18:10:00
1	4561	1	2019-7-5 18:10:22
1	5140	0	2019-7-6 16:56:33
1	9120	1	2019-7-6 16:57:37
1	4494	0	2019-7-6 16:58:27
1	4494	1	2019-7-6 16:58:56
1	3566	0	2019-7-6 17:00:53
1	4906	1	2019-7-6 17:02:09
1	9054	0	2019-7-6 17:03:01
1	9054	0	2019-7-6 17:03:09
1	4345	0	2019-7-6 17:04:04
1	4345	1	2019-7-6 17:04:06
1	4345	0	2019-7-6 17:04:15
1	4046	1	2019-7-6 17:04:41
1	3460	1	2019-7-6 17:05:09
1	8025	0	2019-7-6 17:05:32
1	240	0	2019-7-6 17:10:44
1	508	0	2019-7-6 17:12:13
1	508	1	2019-7-6 17:12:15
1	770	1	2019-7-6 17:13:11
1	1148	0	2019-7-6 17:14:16
1	415	1	2019-7-6 17:15:12
1	256	1	2019-7-6 17:16:01
1	443	0	2019-7-6 17:16:44
1	443	0	2019-7-6 17:20:14
1	222	1	2019-7-6 17:20:41
1	986	1	2019-7-6 17:21:08
1	796	1	2019-7-6 17:21:29
1	4809	1	2019-7-6 21:42:41
1	4021	0	2019-7-6 21:43:10
1	3715	1	2019-7-6 21:43:57
1	10561	1	2019-7-6 21:44:32
1	5781	1	2019-7-6 21:45:02
1	4835	1	2019-7-6 21:46:35
1	5312	1	2019-7-6 21:46:56
1	8935	1	2019-7-6 21:47:33
1	4772	1	2019-7-6 21:48:18
1	5826	0	2019-7-6 21:48:59
1	5826	1	2019-7-6 21:49:09
1	7701	1	2019-7-6 21:49:49
1	7701	0	2019-7-6 21:50:11
1	7701	0	2019-7-6 21:50:19
1	7701	1	2019-7-6 21:50:28
1	8060	1	2019-7-6 21:53:44
1	8060	0	2019-7-6 21:53:49
1	8060	1	2019-7-6 21:54:05
1	5506	0	2019-7-6 21:54:56
1	5005	0	2019-7-6 21:55:16
1	5005	0	2019-7-6 21:55:26
1	5005	1	2019-7-6 21:55:29
1	8277	1	2019-7-6 21:55:49
1	187	1	2019-7-7 8:40:19
1	1098	1	2019-7-7 8:40:43
1	1098	0	2019-7-7 8:40:46
1	1016	0	2019-7-7 8:41:23
1	1016	1	2019-7-7 8:41:24
1	312	1	2019-7-7 8:44:54
1	312	0	2019-7-7 8:44:57
1	822	1	2019-7-7 8:46:02
1	859	1	2019-7-7 8:46:23
1	612	1	2019-7-7 8:50:02
1	1025	0	2019-7-7 8:53:59
1	4845	1	2019-7-7 8:55:19
1	4849	1	2019-7-7 8:56:16
1	3682	1	2019-7-7 8:56:58
1	3682	0	2019-7-7 8:57:08
1	3682	1	2019-7-7 8:57:11
1	3682	0	2019-7-7 8:57:19
1	3682	1	2019-7-7 8:57:34
1	3682	0	2019-7-7 8:57:42
1	9029	0	2019-7-7 8:58:23
1	4716	1	2019-7-7 8:59:19
1	3980	1	2019-7-7 8:59:41
1	3688	1	2019-7-7 9:00:03
1	8029	1	2019-7-7 9:00:12
1	5563	1	2019-7-7 9:00:27
1	5773	0	2019-7-7 9:00:43
1	3824	0	2019-7-8 13:30:18
1	7853	1	2019-7-8 13:30:48
1	4746	1	2019-7-8 13:31:21
1	4681	0	2019-7-8 13:34:22
1	5632	1	2019-7-8 13:34:58
1	8423	0	2019-7-8 13:35:29
1	5126	0	2019-7-8 13:36:01
1	5126	1	2019-7-8 13:36:11
1	5752	1	2019-7-8 13:36:49
1	8590	1	2019-7-8 13:37:03
1	7777	1	2019-7-8 13:37:39
1	972	1	2019-7-8 13:39:17
1	835	0	2019-7-8 13:39:32
1	835	1	2019-7-8 13:39:39
1	613	1	2019-7-8 13:41:22
1	818	0	2019-7-8 13:42:29
1	8417	1	2019-7-8 17:17:47
1	4345	0	2019-7-8 17:18:28
1	4345	1	2019-7-8 17:18:35
1	4681	1	2019-7-8 17:19:02
1	5124	1	2019-7-8 17:19:37
1	5083	0	2019-7-9 8:20:52
1	5867	0	2019-7-9 8:21:31
1	8992	0	2019-7-9 8:23:33
1	5565	0	2019-7-9 8:26:46
1	4158	0	2019-7-9 8:27:41
1	4290	1	2019-7-9 8:29:34
1	3551	0	2019-7-9 8:30:41
1	5559	0	2019-7-9 8:32:27
1	4859	1	2019-7-9 8:33:10
1	3959	1	2019-7-9 8:34:49
1	3959	0	2019-7-9 8:34:55
1	5885	0	2019-7-9 8:35:26
1	5190	0	2019-7-9 8:43:18
1	5869	0	2019-7-9 8:46:38
1	5869	1	2019-7-9 8:46:51
1	5869	0	2019-7-9 8:46:54
1	3969	0	2019-7-9 8:47:22
1	5612	0	2019-7-9 8:49:12
1	5612	1	2019-7-9 8:49:20
1	7342	0	2019-7-9 8:51:43
1	7243	1	2019-7-9 8:53:11
1	67	1	2019-7-9 8:54:05
1	3	1	2019-7-9 8:54:35
1	7332	1	2019-7-9 8:56:22
1	5523	1	2019-7-9 9:18:14
1	9172	1	2019-7-9 9:19:26
1	3528	1	2019-7-9 9:21:56
1	4145	0	2019-7-9 9:22:20
1	4145	0	2019-7-9 9:22:24
1	4145	0	2019-7-9 9:22:29
1	4145	0	2019-7-9 9:22:33
1	4145	0	2019-7-9 9:22:34
1	8573	1	2019-7-9 9:22:54
1	7655	1	2019-7-9 9:25:08
1	3966	0	2019-7-9 9:26:23
1	7553	1	2019-7-9 9:27:28
1	5670	0	2019-7-9 9:28:05
1	5670	1	2019-7-9 9:28:17
1	4896	1	2019-7-9 9:28:34
1	3936	1	2019-7-9 9:28:59
1	5140	1	2019-7-9 9:29:19
1	4505	1	2019-7-10 8:34:56
1	5185	1	2019-7-10 8:35:42
1	3652	0	2019-7-10 8:36:18
1	8580	1	2019-7-10 8:37:35
1	5454	1	2019-7-10 8:38:00
1	5690	1	2019-7-10 8:38:22
1	3566	1	2019-7-10 8:41:51
1	9054	1	2019-7-10 8:42:07
1	8025	1	2019-7-10 8:43:26
1	4021	1	2019-7-10 8:43:43
1	3964	1	2019-7-10 9:09:49
1	3821	0	2019-7-10 9:10:45
1	3442	1	2019-7-10 9:12:56
1	3447	0	2019-7-10 9:13:16
1	3447	1	2019-7-10 9:13:25
1	3465	1	2019-7-10 9:13:50
1	4970	0	2019-7-10 9:14:21
1	5143	0	2019-7-10 9:19:00
1	5143	1	2019-7-10 9:19:01
1	5143	0	2019-7-10 9:19:17
1	5143	0	2019-7-10 9:19:22
1	4485	1	2019-7-10 9:20:23
1	3573	0	2019-7-10 9:21:37
1	6012	1	2019-7-10 11:03:21
1	6013	1	2019-7-10 11:03:50
1	6014	1	2019-7-10 11:04:29
1	6015	0	2019-7-10 11:04:41
1	6344	1	2019-7-10 11:15:41
1	6345	0	2019-7-10 11:17:00
1	6346	1	2019-7-10 11:17:20
1	6347	0	2019-7-10 11:17:31
1	9351	1	2019-7-10 11:19:13
1	9352	0	2019-7-10 11:19:43
1	9353	0	2019-7-10 11:19:55
1	9354	1	2019-7-10 11:20:31
1	5506	1	2019-7-10 11:45:44
1	3682	1	2019-7-10 11:45:54
1	9029	1	2019-7-10 11:53:34
1	5773	0	2019-7-10 11:54:17
1	5773	1	2019-7-10 11:54:24
1	3824	0	2019-7-10 11:56:10
1	8423	0	2019-7-10 12:03:33
1	8423	1	2019-7-10 12:03:36
1	5083	0	2019-7-10 12:04:09
1	5867	0	2019-7-10 12:04:57
1	5867	1	2019-7-10 12:05:12
1	5867	0	2019-7-10 12:05:15
1	1962	0	2019-7-10 12:13:19
1	1962	0	2019-7-10 12:13:32
1	1962	1	2019-7-10 12:13:34
1	1962	0	2019-7-10 12:13:41
1	1963	1	2019-7-10 12:13:46
1	820	1	2019-7-10 12:26:14
1	6457	0	2019-7-10 12:34:55
1	6457	0	2019-7-10 12:35:24
1	6458	0	2019-7-10 12:35:34
1	7822	0	2019-7-10 12:37:05
1	4928	0	2019-7-11 7:52:11
1	3365	0	2019-7-11 7:54:18
1	4229	0	2019-7-11 8:02:38
1	4229	0	2019-7-11 8:02:42
1	4229	1	2019-7-11 8:02:59
1	4857	0	2019-7-11 8:06:18
1	3615	0	2019-7-11 8:07:17
1	3615	1	2019-7-11 8:07:24
1	5552	0	2019-7-11 8:08:11
1	5552	1	2019-7-11 8:08:16
1	3323	0	2019-7-11 8:42:07
1	4509	1	2019-7-11 8:44:05
1	4693	0	2019-7-11 8:46:07
1	5714	1	2019-7-11 8:48:56
1	3452	0	2019-7-11 8:50:09
1	4840	1	2019-7-11 8:51:38
1	5101	1	2019-7-11 8:52:03
1	4077	0	2019-7-11 9:00:08
1	5872	1	2019-7-11 9:01:37
1	2016	0	2019-7-11 9:03:02
1	2016	0	2019-7-11 9:03:03
1	2016	0	2019-7-11 9:03:05
1	2017	1	2019-7-11 9:03:17
1	2018	0	2019-7-11 9:03:25
1	1821	1	2019-7-11 9:27:09
1	1823	0	2019-7-11 9:27:47
1	1822	1	2019-7-11 9:27:55
1	1469	0	2019-7-11 9:36:14
1	1469	1	2019-7-11 9:36:20
1	1467	0	2019-7-11 9:36:27
1	1468	0	2019-7-11 9:36:36
1	2056	0	2019-7-11 9:52:17
1	2057	0	2019-7-11 9:52:20
1	2055	1	2019-7-11 9:52:24
1	2055	0	2019-7-11 9:52:25
1	1593	0	2019-7-11 10:03:50
1	1594	1	2019-7-11 10:04:00
1	1595	0	2019-7-11 10:04:11
1	8992	1	2019-7-11 10:23:29
1	5565	1	2019-7-11 10:23:42
1	4158	0	2019-7-11 10:24:32
1	4158	1	2019-7-11 10:24:38
1	3551	0	2019-7-11 10:25:25
1	5559	0	2019-7-11 10:25:50
1	3959	1	2019-7-11 10:27:23
1	5885	0	2019-7-11 10:27:50
1	5190	1	2019-7-11 10:31:23
1	5869	1	2019-7-11 10:32:54
1	3969	1	2019-7-11 10:33:50
1	4145	1	2019-7-11 10:35:03
1	3966	1	2019-7-11 10:35:17
1	1787	0	2019-7-11 17:53:41
1	1785	0	2019-7-11 17:53:49
1	1786	1	2019-7-11 17:54:08
1	2169	1	2019-7-11 17:58:39
1	2170	1	2019-7-11 17:58:44
1	2171	1	2019-7-11 17:58:58
1	1473	1	2019-7-11 18:00:24
1	1474	0	2019-7-11 18:00:34
1	1475	0	2019-7-11 18:00:42
1	1701	1	2019-7-11 18:05:37
1	1701	0	2019-7-11 18:05:52
1	1701	1	2019-7-11 18:05:55
1	1702	0	2019-7-11 18:05:57
1	1703	1	2019-7-11 18:06:02
1	1403	0	2019-7-11 18:11:58
1	1401	1	2019-7-11 18:12:01
1	1402	0	2019-7-11 18:12:11
1	2808	0	2019-7-11 18:16:39
1	2809	1	2019-7-11 18:16:49
1	2809	0	2019-7-11 18:17:05
1	2809	0	2019-7-11 18:17:22
1	2810	0	2019-7-11 18:17:32
1	2829	0	2019-7-11 18:20:39
1	2829	1	2019-7-11 18:20:42
1	2829	0	2019-7-11 18:20:45
1	2830	1	2019-7-11 18:20:57
1	2831	0	2019-7-11 18:21:16
1	2469	0	2019-7-11 18:24:19
1	2470	1	2019-7-11 18:24:26
1	2471	1	2019-7-11 18:24:28
1	2928	0	2019-7-11 18:29:18
1	2929	1	2019-7-11 18:29:26
1	2930	1	2019-7-11 18:29:38
1	3131	1	2019-7-11 18:33:58
1	3129	0	2019-7-11 18:34:05
1	3130	1	2019-7-11 18:34:13
1	9962	1	2019-7-11 18:43:35
1	9963	0	2019-7-11 18:43:53
1	9963	1	2019-7-11 18:44:03
1	330	0	2019-7-11 18:44:32
1	341	1	2019-7-11 18:45:54
1	1008	0	2019-7-11 18:46:14
1	1008	1	2019-7-11 18:46:16
1	1133	0	2019-7-11 18:46:34
1	1133	0	2019-7-11 18:46:35
1	452	0	2019-7-11 18:47:20
1	1265	1	2019-7-11 18:48:36
1	1244	0	2019-7-11 18:48:49
1	1244	1	2019-7-11 18:48:56
1	905	1	2019-7-11 18:49:31
1	240	0	2019-7-11 18:49:54
1	1148	1	2019-7-11 18:51:45
1	443	0	2019-7-11 18:52:46
1	1098	1	2019-7-11 18:53:28
1	312	1	2019-7-11 18:54:44
1	2037	0	2019-7-12 7:31:30
1	2038	0	2019-7-12 7:31:43
1	2039	0	2019-7-12 7:31:46
1	1635	1	2019-7-12 8:12:20
1	1636	1	2019-7-12 8:12:43
1	1637	0	2019-7-12 8:12:47
1	1983	0	2019-7-12 8:34:51
1	1983	0	2019-7-12 8:34:53
1	1983	0	2019-7-12 8:34:53
